Age,Department,Gender,MaritalStatus,BusinessTravel,EducationField,DistanceFromHome,JobLevel,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,MonthlyIncome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,PercentSalaryHike,JobRole,Attrition,Attrition_Flag,Age_Group,Salary_Slab,Tenure_Group
44,Research & Development,Male,Married,Non-Travel,Life Sciences,2,1,4,2,3,3,No,3602,1,0,0,3,0,2,1,3,21,Laboratory Technician,No,0,36-45,3K-6K,0-1 years
44,Sales,Male,Married,Non-Travel,Life Sciences,11,1,4,3,3,4,Yes,10310,3,9,5,7,3,16,1,3,16,Sales Representative,No,0,36-45,10K+,2-5 years
41,Research & Development,Male,Married,Travel_Rarely,Medical,2,4,4,4,2,2,No,4361,1,14,1,7,3,7,3,3,20,Healthcare Representative,No,0,36-45,3K-6K,0-1 years
57,Research & Development,Male,Married,Travel_Frequently,Life Sciences,3,3,3,4,3,3,No,11350,1,0,4,5,0,8,2,3,13,Research Scientist,No,0,46-60,10K+,2-5 years
34,Research & Development,Male,Single,Travel_Frequently,Marketing,7,1,3,1,3,4,No,4349,1,13,0,7,1,1,5,3,16,Healthcare Representative,No,0,26-35,3K-6K,0-1 years
18,Research & Development,Male,Married,Travel_Rarely,Life Sciences,17,1,1,1,3,3,Yes,5154,3,10,11,4,3,5,4,3,21,Healthcare Representative,No,0,18-25,3K-6K,10+ years
50,Sales,Female,Divorced,Travel_Rarely,Other,12,3,4,3,3,3,Yes,4818,0,2,18,9,6,0,4,3,23,Sales Representative,No,0,46-60,3K-6K,10+ years
32,Research & Development,Female,Divorced,Non-Travel,Medical,6,2,3,1,4,3,Yes,5905,3,8,12,7,3,3,3,4,14,Healthcare Representative,No,0,26-35,3K-6K,10+ years
37,Research & Development,Male,Married,Travel_Rarely,Life Sciences,14,2,3,2,4,3,No,4128,2,19,13,8,1,6,3,3,22,Manufacturing Director,No,0,36-45,3K-6K,10+ years
48,Sales,Male,Single,Travel_Rarely,Life Sciences,29,2,3,3,2,4,No,5482,1,3,10,0,2,0,2,4,14,Sales Executive,No,0,46-60,3K-6K,6-10 years
22,Research & Development,Male,Married,Travel_Rarely,Life Sciences,8,1,4,4,3,2,No,12069,2,12,8,5,5,6,5,3,22,Research Scientist,No,0,18-25,10K+,6-10 years
25,Research & Development,Male,Married,Travel_Rarely,Other,2,3,4,2,3,4,No,9258,2,14,7,0,8,6,1,3,17,Research Scientist,No,0,18-25,6K-10K,6-10 years
22,Research & Development,Male,Married,Travel_Frequently,Medical,4,1,4,3,4,2,Yes,9293,0,4,1,10,0,2,5,3,21,Manufacturing Director,No,0,18-25,6K-10K,0-1 years
29,Research & Development,Male,Divorced,Travel_Rarely,Medical,3,2,3,3,3,4,No,2486,2,19,10,2,6,1,4,3,15,Healthcare Representative,No,0,26-35,< 3K,6-10 years
40,Sales,Female,Single,Travel_Rarely,Life Sciences,4,1,2,4,3,4,No,2717,2,14,10,2,2,1,3,4,12,Sales Executive,No,0,36-45,< 3K,6-10 years
41,Research & Development,Female,Single,Travel_Frequently,Technical Degree,6,1,4,2,4,4,Yes,5862,3,9,3,0,0,3,2,3,22,Research Scientist,No,0,36-45,3K-6K,2-5 years
38,Research & Development,Male,Single,Travel_Rarely,Life Sciences,10,1,3,4,3,4,No,7945,4,30,9,4,0,3,2,3,11,Healthcare Representative,No,0,36-45,6K-10K,6-10 years
23,Research & Development,Male,Single,Travel_Rarely,Medical,2,3,3,4,2,3,No,3908,3,19,2,3,7,6,2,3,18,Healthcare Representative,No,0,18-25,3K-6K,2-5 years
18,Research & Development,Female,Divorced,Travel_Rarely,Marketing,3,1,3,2,3,2,No,3543,3,0,2,11,7,2,4,3,11,Research Director,No,0,18-25,3K-6K,2-5 years
36,Research & Development,Male,Married,Travel_Frequently,Life Sciences,12,1,3,3,3,1,No,11193,1,8,11,7,1,10,5,3,19,Research Director,No,0,36-45,10K+,10+ years
32,Sales,Female,Single,Non-Travel,Medical,5,1,4,3,3,3,Yes,7583,2,31,9,2,2,10,3,3,12,Sales Manager,No,0,26-35,6K-10K,6-10 years
40,Research & Development,Male,Married,Travel_Rarely,Life Sciences,4,3,3,2,3,3,Yes,9305,4,3,5,0,0,5,5,4,13,Research Scientist,No,0,36-45,6K-10K,2-5 years
42,Research & Development,Male,Married,Travel_Rarely,Life Sciences,7,2,4,3,3,3,Yes,4079,2,12,4,0,5,3,4,3,25,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
37,Research & Development,Male,Single,Travel_Rarely,Other,19,4,4,3,4,3,No,3907,2,21,7,0,2,2,5,3,24,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
43,Research & Development,Male,Single,Travel_Rarely,Medical,13,2,3,4,2,3,No,8763,2,16,0,0,0,5,2,3,17,Healthcare Representative,No,0,36-45,6K-10K,0-1 years
38,Research & Development,Female,Married,Travel_Rarely,Technical Degree,13,2,1,1,3,4,No,4500,0,17,1,5,3,6,3,4,16,Research Director,No,0,36-45,3K-6K,0-1 years
41,Sales,Male,Single,Travel_Rarely,Medical,24,2,3,3,3,3,No,3716,1,17,0,3,0,3,4,4,21,Sales Manager,No,0,36-45,3K-6K,0-1 years
30,Sales,Female,Married,Travel_Rarely,Life Sciences,10,1,3,1,2,4,No,3147,3,11,6,4,4,2,3,4,16,Sales Manager,No,0,26-35,3K-6K,6-10 years
34,Research & Development,Male,Single,Travel_Rarely,Marketing,25,4,3,3,3,3,No,3925,0,5,13,0,0,5,4,3,13,Research Scientist,No,0,26-35,3K-6K,10+ years
38,Research & Development,Female,Married,Travel_Rarely,Medical,27,4,4,3,3,4,No,8414,4,14,9,5,4,4,4,3,14,Research Scientist,No,0,36-45,6K-10K,6-10 years
43,Sales,Female,Divorced,Travel_Frequently,Life Sciences,2,1,1,3,2,3,Yes,2267,5,8,3,0,1,2,3,3,20,Sales Representative,No,0,36-45,< 3K,2-5 years
32,Research & Development,Male,Single,Travel_Rarely,Medical,2,2,2,3,4,2,No,7350,1,7,2,4,0,4,2,3,25,Research Director,No,0,26-35,6K-10K,2-5 years
41,Research & Development,Male,Single,Travel_Rarely,Medical,3,1,4,2,3,1,No,3522,1,23,1,7,5,2,8,3,20,Laboratory Technician,Yes,1,36-45,3K-6K,0-1 years
34,Research & Development,Female,Divorced,Travel_Rarely,Marketing,18,2,4,2,2,4,No,4632,3,8,18,3,6,1,2,4,20,Laboratory Technician,No,0,26-35,3K-6K,10+ years
35,Sales,Male,Married,Travel_Frequently,Life Sciences,7,3,3,4,2,3,No,4798,3,25,6,6,1,4,0,3,22,Sales Executive,No,0,26-35,3K-6K,6-10 years
43,Sales,Female,Married,Travel_Rarely,Technical Degree,6,4,2,1,3,4,No,4605,3,13,7,0,3,2,3,3,11,Sales Manager,No,0,36-45,3K-6K,6-10 years
18,Research & Development,Male,Single,Travel_Rarely,Life Sciences,14,1,3,4,4,4,No,4440,6,10,0,0,4,1,2,3,20,Healthcare Representative,No,0,18-25,3K-6K,0-1 years
24,Human Resources,Male,Single,Travel_Rarely,Life Sciences,5,3,3,3,3,3,Yes,4073,0,0,0,5,4,8,1,3,13,Human Resources,No,0,18-25,3K-6K,0-1 years
23,Research & Development,Male,Married,Travel_Rarely,Life Sciences,9,3,3,4,1,3,No,3798,6,28,6,8,8,2,3,4,17,Research Scientist,No,0,18-25,3K-6K,6-10 years
18,Research & Development,Female,Divorced,Non-Travel,Marketing,12,1,2,2,2,4,Yes,10746,1,11,3,3,4,11,6,3,18,Laboratory Technician,No,0,18-25,10K+,2-5 years
30,Research & Development,Female,Single,Travel_Rarely,Life Sciences,4,2,2,3,3,4,Yes,5272,3,0,7,13,1,7,2,3,21,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
43,Research & Development,Male,Married,Travel_Rarely,Medical,3,2,3,1,3,3,Yes,4852,2,19,7,0,4,1,3,3,13,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
33,Research & Development,Female,Married,Travel_Frequently,Life Sciences,8,3,3,4,3,1,No,3648,4,11,10,1,1,9,4,3,25,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
38,Research & Development,Female,Single,Travel_Rarely,Medical,9,5,3,3,2,1,No,4155,1,4,0,5,0,1,3,3,20,Research Scientist,No,0,36-45,3K-6K,0-1 years
46,Research & Development,Male,Single,Travel_Rarely,Marketing,14,1,2,3,3,3,No,3655,2,18,0,6,6,12,4,3,16,Research Director,No,0,46-60,3K-6K,0-1 years
48,Sales,Male,Single,Travel_Rarely,Life Sciences,3,1,2,4,3,4,No,7922,1,0,5,2,4,5,4,3,15,Sales Representative,No,0,46-60,6K-10K,2-5 years
35,Research & Development,Female,Married,Travel_Rarely,Other,4,1,2,2,3,4,Yes,3436,0,5,2,0,0,6,5,3,12,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
48,Research & Development,Female,Married,Travel_Frequently,Life Sciences,27,1,4,3,2,3,No,1512,1,9,4,6,0,4,3,3,16,Laboratory Technician,No,0,46-60,< 3K,2-5 years
37,Research & Development,Male,Married,Travel_Frequently,Life Sciences,16,2,2,4,3,3,No,5369,4,18,7,5,5,5,1,3,12,Healthcare Representative,No,0,36-45,3K-6K,6-10 years
28,Research & Development,Female,Single,Non-Travel,Medical,7,4,3,1,3,3,No,4459,0,29,2,3,0,3,5,4,22,Research Director,No,0,26-35,3K-6K,2-5 years
31,Sales,Male,Married,Travel_Frequently,Medical,18,2,3,4,3,4,No,3768,2,9,7,6,0,0,2,3,22,Sales Representative,No,0,26-35,3K-6K,6-10 years
23,Sales,Female,Married,Travel_Rarely,Life Sciences,3,2,4,4,2,3,No,8585,2,15,9,3,10,5,3,3,18,Sales Representative,No,0,18-25,6K-10K,6-10 years
28,Sales,Female,Married,Travel_Rarely,Medical,7,1,2,4,2,2,No,1500,1,33,6,3,2,8,3,3,25,Sales Executive,No,0,26-35,< 3K,6-10 years
33,Research & Development,Female,Married,Travel_Rarely,Life Sciences,9,1,3,4,3,3,No,12374,1,11,10,3,6,0,6,3,12,Healthcare Representative,No,0,26-35,10K+,6-10 years
43,Research & Development,Male,Single,Non-Travel,Medical,6,3,4,2,2,3,Yes,9288,2,15,0,1,7,10,1,3,24,Healthcare Representative,No,0,36-45,6K-10K,0-1 years
51,Research & Development,Male,Married,Travel_Frequently,Medical,6,2,1,3,3,3,No,3681,1,1,2,0,0,6,2,3,16,Research Scientist,No,0,46-60,3K-6K,2-5 years
24,Research & Development,Male,Married,Travel_Rarely,Other,13,1,3,1,3,4,Yes,4058,2,27,11,2,3,2,4,4,22,Manufacturing Director,No,0,18-25,3K-6K,10+ years
40,Research & Development,Male,Married,Travel_Rarely,Medical,16,4,2,4,2,4,No,6862,2,5,1,4,9,2,2,3,24,Research Director,No,0,36-45,6K-10K,0-1 years
27,Research & Development,Female,Single,Travel_Frequently,Medical,5,2,4,1,3,2,No,6965,3,13,0,0,4,11,2,3,12,Laboratory Technician,No,0,26-35,6K-10K,0-1 years
40,Research & Development,Male,Married,Non-Travel,Medical,2,1,4,4,3,2,No,3669,4,13,5,8,10,8,5,4,23,Manufacturing Director,No,0,36-45,3K-6K,2-5 years
35,Research & Development,Male,Married,Travel_Frequently,Life Sciences,2,2,1,2,2,3,No,2137,1,12,6,4,1,9,5,3,25,Healthcare Representative,No,0,26-35,< 3K,6-10 years
20,Research & Development,Male,Married,Travel_Rarely,Life Sciences,1,2,4,1,3,2,Yes,16630,4,8,3,0,8,3,2,3,22,Research Scientist,No,0,18-25,10K+,2-5 years
44,Sales,Male,Divorced,Travel_Rarely,Other,24,1,4,1,3,3,No,8798,6,13,17,10,3,6,1,3,13,Sales Representative,No,0,36-45,6K-10K,10+ years
31,Sales,Male,Divorced,Travel_Rarely,Life Sciences,13,3,3,4,4,1,No,5669,2,25,8,4,2,5,5,3,23,Sales Representative,No,0,26-35,3K-6K,6-10 years
31,Research & Development,Female,Single,Travel_Rarely,Marketing,11,2,2,1,2,1,No,5728,2,29,1,0,4,3,3,4,15,Manufacturing Director,No,0,26-35,3K-6K,0-1 years
26,Sales,Female,Married,Non-Travel,Life Sciences,5,2,1,1,4,4,No,7318,1,10,0,10,2,4,3,3,12,Sales Executive,No,0,26-35,6K-10K,0-1 years
30,Research & Development,Male,Married,Travel_Rarely,Marketing,5,3,3,1,3,2,Yes,7817,0,7,8,9,2,8,4,3,20,Research Director,No,0,26-35,6K-10K,6-10 years
40,Sales,Female,Divorced,Travel_Rarely,Life Sciences,16,2,3,2,2,4,Yes,1651,1,5,0,0,4,10,1,3,12,Sales Executive,No,0,36-45,< 3K,0-1 years
34,Human Resources,Female,Single,Travel_Rarely,Other,2,2,4,4,3,3,No,4287,3,32,19,3,0,3,3,4,19,HR Manager,No,0,26-35,3K-6K,10+ years
39,Research & Development,Male,Single,Travel_Rarely,Medical,6,1,2,3,3,3,No,4049,2,12,9,2,0,0,5,3,11,Laboratory Technician,No,0,36-45,3K-6K,6-10 years
39,Sales,Female,Married,Travel_Rarely,Life Sciences,18,1,3,2,3,2,Yes,4758,3,20,9,0,5,11,3,4,22,Sales Manager,No,0,36-45,3K-6K,6-10 years
48,Human Resources,Male,Single,Travel_Rarely,Medical,6,2,2,1,3,1,No,7945,2,17,7,5,5,11,2,3,12,Human Resources,No,0,46-60,6K-10K,6-10 years
33,Sales,Male,Married,Travel_Frequently,Medical,13,1,3,1,4,3,Yes,1943,2,29,13,7,4,6,2,4,21,Sales Representative,No,0,26-35,< 3K,10+ years
23,Human Resources,Male,Married,Travel_Rarely,Life Sciences,7,2,1,2,3,4,No,2476,2,9,0,7,3,11,1,3,23,Human Resources,No,0,18-25,< 3K,0-1 years
46,Research & Development,Male,Single,Travel_Rarely,Life Sciences,1,1,2,1,4,4,No,3574,0,2,0,4,4,5,5,4,12,Manufacturing Director,No,0,46-60,3K-6K,0-1 years
33,Research & Development,Female,Married,Travel_Rarely,Marketing,7,1,1,1,4,1,No,5661,4,26,12,8,5,0,2,3,11,Healthcare Representative,No,0,26-35,3K-6K,10+ years
46,Sales,Female,Divorced,Travel_Rarely,Marketing,8,2,3,1,3,1,No,8218,3,18,15,0,0,0,3,3,24,Sales Representative,No,0,46-60,6K-10K,10+ years
39,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,7,1,2,2,3,2,Yes,12755,4,15,0,11,1,0,4,3,17,Research Scientist,No,0,36-45,10K+,0-1 years
35,Research & Development,Male,Married,Travel_Frequently,Technical Degree,3,2,4,4,3,3,No,4442,4,23,0,1,2,4,0,3,18,Research Scientist,No,0,26-35,3K-6K,0-1 years
39,Research & Development,Male,Single,Travel_Rarely,Life Sciences,7,3,1,1,4,2,No,8211,1,15,7,1,3,2,7,3,14,Research Scientist,No,0,36-45,6K-10K,6-10 years
54,Research & Development,Female,Single,Non-Travel,Life Sciences,1,1,3,3,3,2,Yes,7685,5,24,9,2,0,2,2,3,18,Research Director,No,0,46-60,6K-10K,6-10 years
55,Research & Development,Male,Divorced,Travel_Rarely,Medical,6,1,3,3,1,4,No,7005,1,13,7,1,0,4,8,3,23,Research Scientist,No,0,46-60,6K-10K,6-10 years
37,Sales,Male,Married,Travel_Rarely,Life Sciences,13,2,1,4,3,4,Yes,5131,1,18,6,3,2,7,6,3,23,Sales Executive,No,0,36-45,3K-6K,6-10 years
37,Research & Development,Male,Married,Travel_Rarely,Life Sciences,23,1,1,1,2,3,No,4174,3,15,0,3,6,2,6,3,23,Manufacturing Director,No,0,36-45,3K-6K,0-1 years
46,Sales,Male,Divorced,Travel_Rarely,Medical,20,2,2,4,4,2,No,2894,4,8,4,5,1,1,1,3,15,Sales Executive,No,0,46-60,< 3K,2-5 years
28,Sales,Male,Single,Travel_Frequently,Life Sciences,3,3,3,4,3,3,Yes,2791,2,9,5,1,0,2,6,3,22,Sales Executive,Yes,1,26-35,< 3K,2-5 years
39,Research & Development,Male,Married,Travel_Rarely,Life Sciences,2,2,4,4,3,2,No,6294,5,8,3,5,4,8,3,3,17,Research Scientist,No,0,36-45,6K-10K,2-5 years
36,Research & Development,Male,Single,Travel_Rarely,Medical,9,2,1,4,2,3,No,5047,1,13,0,0,2,4,0,3,16,Research Scientist,No,0,36-45,3K-6K,0-1 years
39,Research & Development,Male,Single,Travel_Rarely,Medical,8,4,4,1,3,3,No,4138,2,7,10,7,5,5,2,3,15,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
28,Human Resources,Male,Married,Travel_Frequently,Technical Degree,12,1,3,4,2,2,No,7496,2,14,11,7,2,10,1,4,24,Human Resources,No,0,26-35,6K-10K,10+ years
22,Sales,Male,Married,Travel_Rarely,Medical,5,4,3,4,3,4,No,4657,4,14,1,4,0,15,2,3,13,Sales Executive,No,0,18-25,3K-6K,0-1 years
18,Research & Development,Male,Divorced,Travel_Frequently,Medical,8,3,3,2,3,3,No,3147,2,13,5,1,7,7,2,3,24,Research Director,No,0,18-25,3K-6K,2-5 years
26,Research & Development,Female,Married,Travel_Rarely,Life Sciences,8,2,4,1,3,4,Yes,4491,2,13,3,5,6,6,3,3,24,Research Director,No,0,26-35,3K-6K,2-5 years
32,Research & Development,Male,Divorced,Travel_Frequently,Marketing,6,1,3,4,2,1,No,8166,3,6,3,0,0,0,3,3,20,Research Scientist,No,0,26-35,6K-10K,2-5 years
33,Research & Development,Female,Married,Travel_Rarely,Life Sciences,1,1,4,1,3,3,Yes,2962,3,9,9,4,4,5,6,3,11,Research Director,No,0,26-35,< 3K,6-10 years
53,Sales,Female,Married,Travel_Rarely,Life Sciences,13,4,2,4,3,1,Yes,5834,0,0,9,3,2,4,3,3,20,Sales Executive,No,0,46-60,3K-6K,6-10 years
46,Sales,Male,Divorced,Non-Travel,Technical Degree,9,1,4,2,4,3,No,5044,1,10,12,15,4,8,2,3,12,Sales Representative,No,0,46-60,3K-6K,10+ years
27,Research & Development,Female,Married,Travel_Rarely,Marketing,14,4,4,4,4,1,Yes,3422,1,3,12,0,0,2,2,3,16,Manufacturing Director,No,0,26-35,3K-6K,10+ years
39,Sales,Female,Married,Travel_Rarely,Medical,16,2,4,1,3,3,No,4425,4,12,5,0,5,5,4,4,12,Sales Representative,No,0,36-45,3K-6K,2-5 years
32,Research & Development,Male,Single,Travel_Rarely,Life Sciences,7,2,2,4,2,4,No,2191,1,5,23,1,6,6,1,4,22,Manufacturing Director,No,0,26-35,< 3K,10+ years
33,Sales,Male,Single,Travel_Rarely,Life Sciences,13,2,4,3,1,3,Yes,5523,1,0,15,0,0,12,1,4,18,Sales Manager,Yes,1,26-35,3K-6K,10+ years
38,Research & Development,Male,Divorced,Travel_Rarely,Medical,23,1,1,4,4,3,No,2455,2,29,2,1,3,10,4,3,25,Research Scientist,No,0,36-45,< 3K,2-5 years
42,Research & Development,Female,Married,Travel_Rarely,Marketing,28,2,3,1,4,3,No,9379,3,9,7,0,6,9,3,3,21,Manufacturing Director,No,0,36-45,6K-10K,6-10 years
33,Sales,Female,Married,Travel_Frequently,Medical,10,4,2,1,2,3,No,4944,3,23,0,0,0,7,4,4,15,Sales Manager,No,0,26-35,3K-6K,0-1 years
46,Research & Development,Female,Single,Travel_Frequently,Life Sciences,10,1,3,1,3,3,No,3797,5,7,6,0,0,2,4,3,22,Manufacturing Director,Yes,1,46-60,3K-6K,6-10 years
26,Sales,Female,Married,Travel_Rarely,Life Sciences,10,4,3,1,3,3,No,9845,3,25,16,8,4,7,3,3,15,Sales Manager,No,0,26-35,6K-10K,10+ years
36,Human Resources,Male,Married,Travel_Rarely,Medical,12,5,1,4,2,1,No,2948,2,2,23,4,2,1,1,4,15,Human Resources,No,0,36-45,< 3K,10+ years
59,Research & Development,Female,Single,Travel_Frequently,Medical,16,1,2,1,4,3,No,3447,2,12,5,8,0,3,3,3,14,Manufacturing Director,No,0,46-60,3K-6K,2-5 years
38,Research & Development,Male,Married,Travel_Rarely,Life Sciences,10,2,1,2,4,1,Yes,1901,2,2,8,4,2,11,2,3,21,Research Scientist,No,0,36-45,< 3K,6-10 years
49,Sales,Female,Married,Travel_Rarely,Life Sciences,27,1,3,4,4,3,No,10685,1,32,10,8,8,6,3,3,25,Sales Representative,No,0,46-60,10K+,6-10 years
37,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,25,2,4,2,2,3,Yes,14567,0,9,18,3,9,5,2,3,23,Laboratory Technician,No,0,36-45,10K+,10+ years
41,Research & Development,Male,Single,Travel_Rarely,Life Sciences,8,5,4,2,3,2,Yes,2071,0,18,0,10,1,5,2,3,19,Healthcare Representative,No,0,36-45,< 3K,0-1 years
35,Research & Development,Female,Married,Travel_Rarely,Medical,8,4,4,3,4,4,Yes,3320,0,15,22,6,0,4,1,3,11,Healthcare Representative,No,0,26-35,3K-6K,10+ years
34,Sales,Female,Single,Travel_Frequently,Life Sciences,5,4,4,2,3,3,No,5404,1,11,4,1,1,0,6,3,25,Sales Executive,No,0,26-35,3K-6K,2-5 years
29,Research & Development,Female,Married,Non-Travel,Medical,12,1,2,4,3,3,No,3916,1,15,0,6,8,0,3,3,16,Laboratory Technician,Yes,1,26-35,3K-6K,0-1 years
40,Research & Development,Male,Married,Travel_Rarely,Marketing,6,2,3,3,3,4,No,5111,1,22,4,4,5,6,3,3,20,Research Director,No,0,36-45,3K-6K,2-5 years
28,Sales,Male,Married,Travel_Rarely,Other,5,1,3,2,1,2,No,4874,3,16,1,3,7,0,3,4,17,Sales Executive,No,0,26-35,3K-6K,0-1 years
42,Research & Development,Female,Single,Travel_Rarely,Other,12,4,1,3,3,2,No,6507,2,12,9,4,5,4,3,3,15,Research Scientist,No,0,36-45,6K-10K,6-10 years
46,Sales,Male,Divorced,Travel_Rarely,Life Sciences,3,1,3,4,4,2,No,3065,0,15,0,7,0,0,4,3,15,Sales Manager,No,0,46-60,3K-6K,0-1 years
39,Research & Development,Male,Single,Travel_Frequently,Life Sciences,16,1,4,2,1,3,No,5781,1,26,7,0,0,1,4,3,19,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
33,Human Resources,Male,Married,Travel_Rarely,Life Sciences,12,1,3,4,2,2,No,2815,1,8,10,3,0,4,1,3,17,HR Manager,No,0,26-35,< 3K,6-10 years
40,Sales,Male,Divorced,Non-Travel,Medical,24,1,4,2,3,4,Yes,4146,3,0,15,7,1,8,6,3,13,Sales Executive,No,0,36-45,3K-6K,10+ years
33,Research & Development,Male,Married,Travel_Rarely,Life Sciences,10,1,1,3,3,3,No,2001,1,2,10,5,0,8,2,3,16,Manufacturing Director,No,0,26-35,< 3K,6-10 years
44,Sales,Male,Divorced,Travel_Rarely,Life Sciences,14,1,4,4,2,3,No,4163,1,3,15,0,1,1,0,3,17,Sales Representative,No,0,36-45,3K-6K,10+ years
20,Research & Development,Female,Married,Travel_Rarely,Life Sciences,15,3,2,1,1,3,No,3795,3,4,2,0,4,5,3,3,20,Laboratory Technician,No,0,18-25,3K-6K,2-5 years
33,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,19,3,4,3,3,3,Yes,8738,2,4,8,11,3,0,3,3,17,Research Director,No,0,26-35,6K-10K,6-10 years
18,Research & Development,Female,Married,Travel_Frequently,Medical,9,1,2,1,2,3,No,5033,2,11,0,3,6,4,3,3,13,Research Director,No,0,18-25,3K-6K,0-1 years
23,Sales,Male,Married,Travel_Rarely,Medical,5,3,3,4,3,3,No,5562,0,13,5,10,3,8,4,3,19,Sales Representative,No,0,18-25,3K-6K,2-5 years
48,Research & Development,Male,Single,Travel_Rarely,Medical,10,2,3,3,3,3,Yes,5136,2,13,8,7,0,4,5,3,23,Laboratory Technician,No,0,46-60,3K-6K,6-10 years
44,Research & Development,Female,Married,Travel_Rarely,Human Resources,16,3,2,2,3,3,No,1612,3,5,9,1,3,9,2,3,16,Laboratory Technician,No,0,36-45,< 3K,6-10 years
30,Research & Development,Female,Single,Travel_Rarely,Life Sciences,18,1,2,1,3,3,No,1734,2,19,0,0,0,7,2,4,20,Research Scientist,No,0,26-35,< 3K,0-1 years
22,Research & Development,Male,Divorced,Travel_Frequently,Life Sciences,1,2,2,4,3,3,No,4364,0,15,4,2,0,5,4,4,17,Healthcare Representative,No,0,18-25,3K-6K,2-5 years
18,Research & Development,Female,Single,Travel_Rarely,Life Sciences,29,2,3,2,3,3,No,6061,4,24,4,4,4,3,0,3,15,Research Director,No,0,18-25,6K-10K,2-5 years
31,Research & Development,Female,Single,Travel_Rarely,Medical,5,1,4,2,3,3,No,4570,0,18,3,6,6,2,3,3,24,Research Director,No,0,26-35,3K-6K,2-5 years
58,Research & Development,Female,Divorced,Travel_Rarely,Medical,14,2,2,1,3,3,No,3233,1,8,10,0,3,0,4,3,25,Research Director,No,0,46-60,3K-6K,6-10 years
40,Research & Development,Female,Single,Travel_Rarely,Life Sciences,21,3,3,3,3,2,No,4556,1,21,5,5,1,0,3,3,13,Research Scientist,No,0,36-45,3K-6K,2-5 years
31,Research & Development,Male,Married,Travel_Rarely,Other,8,3,4,2,3,3,No,4344,3,13,7,5,0,8,1,3,20,Healthcare Representative,No,0,26-35,3K-6K,6-10 years
40,Research & Development,Male,Married,Travel_Rarely,Life Sciences,18,1,3,4,3,1,No,7981,1,17,3,8,6,10,2,3,24,Laboratory Technician,No,0,36-45,6K-10K,2-5 years
22,Sales,Male,Single,Travel_Rarely,Life Sciences,1,2,4,3,3,4,No,7739,4,17,12,3,4,0,3,3,19,Sales Executive,No,0,18-25,6K-10K,10+ years
33,Research & Development,Male,Single,Travel_Rarely,Medical,19,3,3,1,2,2,Yes,3835,2,10,13,6,3,4,4,3,19,Manufacturing Director,No,0,26-35,3K-6K,10+ years
37,Research & Development,Female,Married,Travel_Rarely,Other,17,1,3,3,3,3,Yes,5059,2,12,4,5,2,0,4,3,25,Healthcare Representative,No,0,36-45,3K-6K,2-5 years
35,Research & Development,Female,Single,Non-Travel,Medical,11,1,1,2,2,2,Yes,6053,2,10,23,8,1,0,4,3,20,Healthcare Representative,No,0,26-35,6K-10K,10+ years
43,Research & Development,Male,Single,Travel_Rarely,Other,16,1,1,1,4,2,No,6568,0,4,1,1,0,5,1,3,23,Manufacturing Director,No,0,36-45,6K-10K,0-1 years
39,Research & Development,Female,Single,Travel_Rarely,Life Sciences,25,1,3,3,3,3,No,12905,2,0,12,0,3,2,2,3,12,Research Scientist,No,0,36-45,10K+,10+ years
42,Sales,Female,Married,Travel_Rarely,Medical,21,1,4,2,1,3,No,5120,2,5,0,3,1,0,5,3,19,Sales Executive,No,0,36-45,3K-6K,0-1 years
30,Research & Development,Female,Single,Travel_Rarely,Technical Degree,8,1,1,4,3,2,Yes,9889,6,13,11,3,1,11,5,3,13,Research Scientist,No,0,26-35,6K-10K,10+ years
44,Research & Development,Male,Single,Travel_Frequently,Medical,10,2,4,3,3,2,No,2747,2,20,10,0,8,4,5,3,14,Healthcare Representative,No,0,36-45,< 3K,6-10 years
51,Research & Development,Female,Married,Travel_Rarely,Life Sciences,7,2,2,2,4,2,Yes,3662,3,17,0,0,2,0,0,4,21,Manufacturing Director,No,0,46-60,3K-6K,0-1 years
27,Research & Development,Male,Married,Travel_Rarely,Other,6,3,3,4,4,3,No,1606,6,9,5,2,0,5,1,3,24,Laboratory Technician,No,0,26-35,< 3K,2-5 years
28,Research & Development,Male,Single,Non-Travel,Life Sciences,15,2,4,3,4,4,Yes,5651,1,6,17,4,1,4,6,3,24,Healthcare Representative,No,0,26-35,3K-6K,10+ years
48,Research & Development,Male,Single,Travel_Frequently,Medical,7,2,4,1,3,3,No,7425,3,10,1,4,0,6,0,3,22,Laboratory Technician,No,0,46-60,6K-10K,0-1 years
